camis,dba,boro,street,zipcode,cuisine_description
50068160,FARE AND FOLK,BROOKLYN,HENRY ST,11201,Caf̩/Coffee/Tea
50082980,ZIA MARIA LITTLE ITALY,MANHATTAN,MULBERRY ST,10013,Italian
50042812,SAN MATTEO PIZZERIA E CUCINA,MANHATTAN,2ND AVE,10028,Italian
41640556,COVE LOUNGE,MANHATTAN,LENOX AVENUE,10027,American
40546350,SWEET CHEF SOUTHERN STYLES BAKERY,MANHATTAN,HAMILTON PLACE,10031,Bakery
41706169,FELFLA,BROOKLYN,3 AVENUE,11209,Middle Eastern
50002612,DUNKIN' DONUTS,BROOKLYN,BEDFORD AVE,11249,Donuts
40536227,JADE ISLAND RESTAURANT,STATEN ISLAND,RICHMOND AVENUE,10314,Chinese
50073746,GOLDEN CITY SEAFOOD RESTAURANT,BROOKLYN,20TH AVE,11204,Asian
50018111,BROOKLYN BITES,BROOKLYN,NOSTRAND AVE,11225,Pizza
50000229,MORGAN'S BBQ,BROOKLYN,FLATBUSH AVENUE,11217,Barbecue
50033120,JAYA,MANHATTAN,BAXTER ST,10013,Asian
41716975,DER KRUNG,MANHATTAN,9 AVENUE,10019,Thai
41505961,CARIBBEAN CABANA RESTAURANT & LOUNGE,QUEENS,JAMAICA AVENUE,11418,Caribbean
50063422,98 Favor Taste,MANHATTAN,SAINT MARKS PL,10003,Chinese
50040892,BEST CHOICE CARIBBEAN RESTAURANT AND JUICE BAR,BRONX,BRONXWOOD AVE,10466,Caribbean
50040217,AFRICA KINE,MANHATTAN,ADAM CLAYTON POWELL JR BLVD,10030,African
50061456,ROUGH TRADE,BROOKLYN,N 9TH ST,11249,"Bottled beverages, including water, sodas, juices, etc."
50088224,THE FIVE LAMPS,MANHATTAN,YORK AVE,10028,Irish
50084463,TETA KITCHEN,QUEENS,21ST ST,11102,Mediterranean
41583142,THE COTTAGE,MANHATTAN,AMSTERDAM AVENUE,10024,Chinese
50009170,BURGER KING,QUEENS,ROOSEVELT AVE,11368,Hamburgers
40706408,BLACK AND WHITE,MANHATTAN,EAST 10 STREET,10003,American
50018064,PEKING EXPRESS,QUEENS,PARSONS BLVD,11432,Chinese
40370994,MAMMA LUCIA,BROOKLYN,FOSTER AVENUE,11230,Italian
50061144,POTALA RESTAURANT,QUEENS,74TH ST,11372,Asian
50011127,MINT MASALA,MANHATTAN,MACDOUGAL ST,10012,Indian
41546465,SPICE,MANHATTAN,AMSTERDAM AVENUE,10024,Thai
41579144,SALT AND PEPPER RESTAURANT & CAFE,MANHATTAN,WEST   33 STREET,10001,Middle Eastern
50001406,RESERVE CUT,MANHATTAN,BROAD ST,10004,Jewish/Kosher
50064308,LAVARTERA MEDITERRANEAN BISTRO,BROOKLYN,LIVINGSTON ST,11201,Mediterranean
50072979,CASA THEODORO,QUEENS,31ST AVE,11377,Pizza
50060954,JOE & THE JUICE,MANHATTAN,AVENUE OF THE AMERICAS,10036,American
40887622,PENCIL FACTORY,BROOKLYN,FRANKLIN STREET,11222,"Bottled beverages, including water, sodas, juices, etc."
40386508,NEW YORK UNIVERSITY - LAW SCHOOL,MANHATTAN,WEST THIRD STREET,10012,American
50009466,GP SMOOTHIES & GIFTSHOP,BRONX,CASTLE HILL AVE,10462,"Juice, Smoothies, Fruit Salads"
41077301,COZY CAFE,MANHATTAN,EAST 1 STREET,10003,Middle Eastern
50080247,W'S BAR AND RESTAURANT,STATEN ISLAND,AMBOY RD,10307,American
41539580,LAS AMERICAS BAKERY,QUEENS,37 AVENUE,11372,Bakery
41014875,CARNATION BAKERY,QUEENS,KISSENA BOULEVARD,11355,Bakery
41155817,MCDONALD'S,STATEN ISLAND,BAY STREET,10304,Hamburgers
50011521,TCR CAFE,BRONX,NETHERLAND AVE,10463,American
41314327,WEATHER UP,BROOKLYN,VANDERBILT AVENUE,11238,American
50012613,PARK HYATT NEW YORK,MANHATTAN,W 57TH ST,10019,American
50059659,KING OF FALAFEL & SHAWARMA,QUEENS,BROADWAY,11106,Mediterranean
41597047,Z-TWO DINER & LOUNGE,STATEN ISLAND,VETERANS ROAD WEST,10309,American
50033140,RED ROBIN GOURMET BURGERS AND BREW,STATEN ISLAND,RICHMOND AVE,10314,American
50044799,BEST WINGERS,MANHATTAN,2ND AVE,10016,Chicken
41639539,BIRYANI AND CHAT,QUEENS,KISSENA BOULEVARD,11355,Indian
50004740,THAI CAFE,BROOKLYN,MANHATTAN AVE,11222,Thai
50009079,TING FAI CUISINE,BROOKLYN,86TH ST,11214,Chinese
50016031,ARROGANT SWINE,BROOKLYN,MORGAN AVE,11237,Barbecue
40936059,BENI'S RESTAURANT & BAR,QUEENS,LIBERTY AVENUE,11419,Caribbean
50069082,SOUVLAKI SQUARE,QUEENS,35TH AVE,11361,Greek
41079477,LIBERTY DELI & MRS. FIELDS COOKIES,MANHATTAN,ROCKEFELLER PLAZA,10112,Delicatessen
41570383,KUNG FU TEA,QUEENS,138 STREET,,Caf̩/Coffee/Tea
50003990,NEW CHOY HING RESTAURANT,BROOKLYN,BUSHWICK AVE,11221,Chinese
50008709,STATUE OF LIBERTY DELI,STATEN ISLAND,FERRY TERMINAL DR,10301,American
50040683,JEMZ RESTAURANT,BROOKLYN,SAINT JOHNS PL,11213,Caribbean
50051513,GOLDEN PALACE,STATEN ISLAND,ARTHUR KILL RD,10312,Chinese
41628459,KFC,QUEENS,ROCKWAY BOULEVARD,,Chicken
41628876,THE GREEN DOOR,MANHATTAN,WEST   57 STREET,10019,American
50000993,GOOD TASTE,BRONX,W. BURNSIDE AVE,10453,Chinese
50070499,GOOD MOVE,BROOKLYN,NASSAU AVE,11222,Mexican
41070673,AMOR KARAOKE & BAR,QUEENS,ROOSEVELT AVENUE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
40590237,CRANBERRY'S,BROOKLYN,HENRY STREET,11201,American
50077097,GREEDI VEGAN,BROOKLYN,BERGEN ST,11216,Vegetarian
50015501,LA BAGUETTE SHOP,BROOKLYN,FLATLANDS AVE,11236,Bakery
40847325,MARSEILLE,MANHATTAN,9 AVENUE,10036,French
40366109,FIFTH AVENUE BINGO,BROOKLYN,5 AVENUE,11215,American
50051365,SABROSURA,BRONX,CASTLE HILL AVE,10462,Spanish
50078536,RAVEN'S NEST,QUEENS,LINDEN BLVD,11434,Soul Food
41510938,AFTER 8,QUEENS,STEINWAY STREET,11103,American
50081432,AUDREY BAKERY & CAFE,MANHATTAN,CHATHAM SQ,10038,Bakery
50078237,NEW YORK EMPIRE MEAT,QUEENS,41ST AVE,11355,Korean
50065314,SWEETGREEN DUMBO,BROOKLYN,WASHINGTON ST,11201,Salads
50053537,WONDERFUL CHEN RESTAURANT,BROOKLYN,7TH AVE,11220,Asian
41022790,ZABLOZKIS,BROOKLYN,NORTH    6 STREET,11249,American
41424249,PIERRE LOTI CAFE & WINE BAR,MANHATTAN,WEST 15 STREET,10011,Turkish
50051864,BUTCHER'S CUT,QUEENS,NORTHERN BLVD,11354,Korean
41719675,SAJOMITA RESTURANT,BROOKLYN,ROGERS AVENUE,11226,Spanish
50009366,GO BELIEVE BAKERY,MANHATTAN,GRAND ST,10002,Chinese
50071778,"66S FUSION, INC.",BROOKLYN,VANDERBILT AVE,11205,Asian
50018271,MOONSTRUCK (IN BELLEVUE),MANHATTAN,1ST AVE,10016,American
41246521,ORIGINAL MIKE'S PIZZA,BROOKLYN,FULTON STREET,11208,Pizza
50054628,GREAT WALL CHINESE RESTAURANT,BROOKLYN,FLATBUSH AVE,11226,Chinese
50016943,EL NUEVO ROBLE BILLIARDS,BRONX,E 170TH ST,10456,Spanish
50072053,JIAN RESTAURANT,QUEENS,HORACE HARDING EXPY,11362,Chinese
50061507,BICKLES 2 GO,BRONX,COURTLANDT AVE,10451,Caribbean
40705983,MI PUEBLITO BAKERY/COMIDA TIPICA MEXICANA,BRONX,EAST  167 STREET,10452,Mexican
41456053,LA ABUNDANCIA BAKERY AND RESTAURAN,QUEENS,ROOSEVELT AVENUE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
40752437,SANPANINO,MANHATTAN,HUDSON STREET,10014,Italian
50012740,EGG SHOP,MANHATTAN,ELIZABETH ST,10012,American
40397190,FRANKIE BOY'S PIZZA & SALAD,MANHATTAN,BROADWAY,10018,Pizza
50045234,SHUYA CAFE DE RAMEN,QUEENS,BROADWAY,11103,Japanese
50036858,ENERGY FUEL,BROOKLYN,MYRTLE AVE,11205,American
41302692,ARMANDO'S POLLO RICO RESTAURANT,QUEENS,JAMAICA AVENUE,11418,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
40793030,UNION POOL,BROOKLYN,UNION AVENUE,11211,American
50064820,LA VECINA,QUEENS,STEINWAY ST,11103,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41299922,SEDUTTO,MANHATTAN,1 AVENUE,10075,"Ice Cream, Gelato, Yogurt, Ices"
50063506,SHUN FENG RESTAURANT,BROOKLYN,NEW LOTS AVE,11207,Chinese
50042695,FRECKLE JUICE,BRONX,DYRE AVE,10466,"Juice, Smoothies, Fruit Salads"
50035731,PELICAN REEF CATERERS,BROOKLYN,FLATBUSH AVE,11226,Caribbean
50070731,CHEF MIKE'S RODIDIO GRILL,STATEN ISLAND,ANDROVETTE ST,10309,American
40402172,LOMBARDI'S,MANHATTAN,SPRING STREET,10012,Pizza/Italian
50014905,LUPITA'S RESTAURANT,BRONX,MELROSE AVE,10451,Mexican
50011722,OLD TBILISI,MANHATTAN,BLEECKER ST,10012,Mediterranean
41056448,A & C KITCHEN,MANHATTAN,AVENUE C,,Chinese
50017154,HAAT BAZAAR,QUEENS,73RD ST,11372,Bangladeshi
41425640,BISMILLAH KABAB & CURRY,BROOKLYN,LIBERTY AVENUE,11208,Indian
41443460,CASA NOVA,STATEN ISLAND,VICTORY BOULEVARD,10314,Italian
41253406,PUNJABI INDIAN & AMERICAN RESTAURANT,QUEENS,46 AVENUE,11358,Indian
40716489,ORSAY,MANHATTAN,LEXINGTON AVENUE,10021,French
41601770,NEW MING GARDEN,QUEENS,ROOSEVELT AVENUE,11368,Chinese
40901527,THE KATI ROLL COMPANY,MANHATTAN,MAC DOUGAL STREET,10012,Indian
41671103,ALFIE'S,MANHATTAN,9 AVENUE,10019,Irish
40799210,JOYA,BROOKLYN,COURT STREET,11201,Thai
40513031,FIREHOUSE,MANHATTAN,COLUMBUS AVENUE,10024,American
41720706,LEXINGTON RESTAURANT,MANHATTAN,LEXINGTON AVENUE,10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50000055,BANGKOK CUISINE,QUEENS,70TH ROAD,11375,Thai
41638031,MAMAJUANA CAFE,BRONX,EAST TREMONT AVENUE,10461,Spanish
50050745,FAUN,BROOKLYN,VANDERBILT AVE,11238,Italian
41026692,SHAMAS DELI,MANHATTAN,WEST   38 STREET,10018,American
50044856,HOT BAGELS,BROOKLYN,AVENUE N,11234,American
50008613,CHIPOTLE MEXICAN GRILL,BROOKLYN,AVENUE U,11234,Mexican
40971149,OH TAISHO,MANHATTAN,ST MARKS PLACE,10003,Japanese
40644922,MANA,MANHATTAN,AMSTERDAM AVENUE,10025,Vegetarian
50072378,DELICIOUS MEI WEI RESTAURANT,BROOKLYN,E 82ND ST,11236,Chinese
40966222,ATERES AVROHOM,BROOKLYN,ROSS STREET,11249,Jewish/Kosher
41416625,ODA HOUSE RESTAURANT,MANHATTAN,AVENUE B,10009,Eastern European
50043397,BARCELONA BITES GASTRO CLUB,BRONX,W 242ND ST,10471,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50079183,INDIA'S CURRY,BROOKLYN,BATH AVE,11214,Indian
41650577,DELHI HEIGHTS,BROOKLYN,HOWARD AVENUE,11233,Indian
41185214,TEPANGO RESTAURANT,BROOKLYN,MYRTLE AVENUE,11205,Mexican
50052170,I SUSHI,QUEENS,WOODBINE ST,11385,Japanese
50014375,WING HING SEAFOOD RESTAURANT,BROOKLYN,AVENUE U,11229,Chinese
50034221,AA CHINESE RESTAURANT,BRONX,E BURNSIDE AVE,10457,Chinese
40393044,SCALINATELLA RESTAURANT,MANHATTAN,EAST   61 STREET,10065,Italian
40513021,BLUE MOUNTAIN RESTAURANT & JERK CENTER,BROOKLYN,UTICA AVENUE,,Caribbean
50040897,TOUS LES JOURS,MANHATTAN,DIVISION ST,10002,Bakery
41628361,THE AINSWORTH,MANHATTAN,FULTON STREET,10038,American
41632535,CROWN FRIED CHICKEN,BROOKLYN,SUTTER AVENUE,11212,Chicken
50044232,"S,T COFFEE",BROOKLYN,TOMPKINS AVE,11216,Caf̩/Coffee/Tea
50011777,CABO RESTAURANT,BRONX,E TREMONT AVE,10465,Mexican
40901214,CHILI'S GRILL & BAR,STATEN ISLAND,RICHMOND AVENUE,10314,American
41431202,FEITENG CHINESE TAKE OUT KITCHEN,BROOKLYN,LORRAINE STREET,11231,Chinese
41420397,69 BAR LOUNGE,QUEENS,69 STREET,11377,"Bottled beverages, including water, sodas, juices, etc."
41196542,STARBUCKS COFFEE,MANHATTAN,5 AVENUE,10016,Caf̩/Coffee/Tea
41238041,ROPES & GRAY CAFE,MANHATTAN,AVENUE OF THE AMERICAS,10036,American
50001842,AMAZE,MANHATTAN,EAST 58 STREET,10022,Asian
50010278,Rochelle's/205 CLUB,MANHATTAN,STANTON ST,10002,American
41428640,FOOD KING,BROOKLYN,AVENUE L,11236,Chinese
50059304,TIKKA INDIAN GRILL,QUEENS,30TH AVE,11103,Indian
50052874,PALM COURT RESTAURANT & LOUNGE,QUEENS,HILLSIDE AVE,11432,Caribbean
50009665,POCKET BAR NYC,MANHATTAN,W 48TH ST,10036,American
41274605,MELODY CAFE & RESTAURANT,QUEENS,STEINWAY STREET,11103,Mediterranean
40403586,THE UNIVERSITY CLUB,MANHATTAN,WEST   54 STREET,10019,American
40964282,BUTTERMILK BAR,BROOKLYN,5 AVENUE,11215,American
41624508,NABLUS SWEETS,BROOKLYN,5 AVENUE,11220,Middle Eastern
41480500,BLACK GOLD,BROOKLYN,COURT STREET,11231,Caf̩/Coffee/Tea
50045339,SUSHI KING,BROOKLYN,E 15TH ST,11230,Jewish/Kosher
50051749,THE EGAN PAVILLION,BRONX,ARLINGTON AVE,10471,American
40559633,GOTHAM CAFE/SKYLIGHT LOUNGE (INSIDE THE WATSON HOTEL),MANHATTAN,WEST   57 STREET,10019,American
50002400,BAGEL BOSS,MANHATTAN,3RD AVE,10016,Jewish/Kosher
41581830,PADTHAI NOODLE LOUNGE,MANHATTAN,8 AVENUE,10011,Thai
41416092,GUADALUPE BAR AND GRILL,MANHATTAN,WEST 207 STREET,10034,Mexican
50016985,Hampton Inn JFK,QUEENS,135TH AVE,11436,American
50007857,DON PANCHOLO LECHONERA RESTAURANT,BRONX,JEROME AVE,10453,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50044438,TABLESIDE ITALIAN COOK SHOPPE,MANHATTAN,E 6TH ST,10003,Seafood
41442317,CROWN FRIED CHICKEN,BROOKLYN,LINDEN BOULEVARD,11207,Chicken
50054551,BURGER KING/POPEYES,BRONX,E FORDHAM RD,10458,Hamburgers
50057057,CUMBIA Y SABOR,QUEENS,GREENPOINT AVE,11104,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50074520,EL POLLO INKA PERU,QUEENS,101ST AVE,11416,Peruvian
40659758,ROTI BOTI RESTAURANT,QUEENS,21 STREET,11102,Pakistani
50046453,KENNEDY DELI & PIZZA,QUEENS,ROCKAWAY BLVD,11434,Chicken
41569330,CHIPOTLE MEXICAN GRILL,MANHATTAN,3 AVENUE,10028,Mexican
41106672,BOGOTA LATIN BISTRO,BROOKLYN,5 AVENUE,11217,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41266395,SCHNITZEL HAUS,BROOKLYN,5 AVENUE,11209,German
50051451,TROPICAL SMOOTHIE CAFE,STATEN ISLAND,RICHMOND AVE,10314,American
50065412,BIA RESTAURANT & BAR,QUEENS,UNION TPKE,11040,Asian
50062666,LILI MEXICAN RESTAURANT,BRONX,E 138TH ST,10454,Mexican
50001156,POKE HUB,QUEENS,MAIN STREET,11367,Asian
41360734,GEE WHIZ,MANHATTAN,GREENWICH STREET,10007,American
50057409,NEW CHOI H II CHINESE RESTAURANT,QUEENS,GRAND AVE,11378,Chinese
40867120,GINA'S PIZZA,QUEENS,QUEENS BOULEVARD,11377,Pizza
41624602,LE PIF,MANHATTAN,BROADWAY,10023,French
41633118,I & R DELI,BROOKLYN,15 AVENUE,11228,American
41523665,PARSON'S DINER,QUEENS,PARSONS BOULEVARD,11354,American
41710768,NEW GOLDEN FRIED DUMPLING,BROOKLYN,DUFFIELD STREET,11201,Chinese
50042596,KENTA SUSHI BAR,QUEENS,BELL BLVD,11361,Japanese
41535706,AFGHAN KEBOB HOUSE,QUEENS,HILLSIDE AVENUE,11004,Afghan
50045892,SABORES,BRONX,MORRIS AVE,10451,Spanish
41182682,SARKU JAPAN,STATEN ISLAND,RICHMOND AVENUE,10314,Japanese
50005855,MEX CARROLL DINER,BROOKLYN,COLUMBIA ST,11231,American
41625055,STATION BAR,QUEENS,61 STREET,11377,Irish
50054940,RAMA THAI CUISINE,QUEENS,WOODWARD AVE,11385,Thai
41594856,CAFE GRUMPY LES LLC,MANHATTAN,ESSEX STREET,10002,Caf̩/Coffee/Tea
50059399,ONE LUCKY STAR,QUEENS,LINDEN BLVD,11412,Chinese
50013867,MEI MEI Chinese Restaurant,BRONX,GRAND CONCOURSE,10468,Chinese
50071208,TURKISS,MANHATTAN,MACDOUGAL ST,10012,Mediterranean
50032782,CHRIS CARIBBEAN & AMERICAN RESTAURANT,BROOKLYN,ROGERS AVE,11225,Caribbean
41705437,RAMEN TAKUMI,MANHATTAN,3 AVENUE,10016,Japanese
41704268,MARCELLA'S PIZZERIA & CATERING,QUEENS,UNION TURNPIKE,11004,Pizza
41694309,"BURGER KING, POPEYES LOUISIANA KITCHEN",QUEENS,CROSSBAY BOULEVARD,11414,Hamburgers
50083522,QUICKWAY TERIYAKI KITCHEN,BROOKLYN,MYRTLE AVE,11237,Japanese
50055322,GOURMET TO GO,BRONX,DREISER LOOP,10475,American
50042343,ANGELA'S,BROOKLYN,NOSTRAND AVE,11216,Caribbean
50016070,THE STONE HOUSE AT CLOVE LAKES,STATEN ISLAND,CLOVE RD,10301,American
41709840,THE DAKOTA BAR,MANHATTAN,WEST   72 STREET,10023,American
41577558,SUBWAY,MANHATTAN,WEST   46 STREET,10036,Sandwiches/Salads/Mixed Buffet
50001029,EL VIEJO GRAN CAFE,BRONX,E 138TH ST,10454,Spanish
50084801,CHAIWALI,MANHATTAN,LENOX AVE,10027,Other
41381879,DUNKIN' DONUTS,QUEENS,CROSSBAY BOULEVARD,11417,Donuts
40829155,DB BISTRO MODERNE,MANHATTAN,WEST   44 STREET,10036,French
50040054,MOLO,STATEN ISLAND,BAY ST,10305,Pizza
50048500,EAST MEETS WEST,QUEENS,WOODHAVEN BLVD,11374,Chinese
50000422,SOCIALE,BROOKLYN,HENRY ST,11201,Italian
50018238,DEFONTE'S OF BROOKLYN,STATEN ISLAND,WATER ST,10304,Sandwiches
50053730,D DELI COFFEE SHOP,QUEENS,FLUSHING AVE,11385,Caf̩/Coffee/Tea
41249417,ROLLERJAM USA,STATEN ISLAND,RICHMOND VALLEY ROAD,10309,American
50002394,PALERMO RESTAURANT & BAR,QUEENS,21 STREET,11105,Italian
41507172,BARI'S PIZZA & PASTA RESTAURANT,STATEN ISLAND,BAY STREET,10304,Pizza
50007613,BROCCOLINO PIZZA,BROOKLYN,DEAN ST,11217,Pizza
50035640,COMPADRES MEXICAN FOOD,QUEENS,LIBERTY AVE,11417,Mexican
40668464,TURKISH CUISINE,MANHATTAN,9 AVENUE,10036,Turkish
41687206,HOUSTON HALL,MANHATTAN,WEST HOUSTON STREET,10014,American
50005398,PEKING CHINESE RESTAURANT,QUEENS,188TH ST,11365,Chinese
41180240,SPARKY'S DELI,QUEENS,COLLEGE POINT BOULEVARD,11354,Delicatessen
41453811,THE POINT CAFE & GRILL,BRONX,HUNTS POINT AVENUE,10474,Delicatessen
50059234,PALACE FRIED CHICKEN,BROOKLYN,BRIGHTON BEACH AVE,11235,Chicken
50015263,LA POSADA MEXICAN FOOD,MANHATTAN,3RD AVE,10016,Mexican
41016740,SATGURU SWEETS & CATERING,QUEENS,ROCKAWAY BOULEVARD,11420,Indian
41355668,YEE LI RESTAURANT,MANHATTAN,ELIZABETH STREET,10013,Chinese
50010956,ROYAL QUEEN/THE REAL KTV,QUEENS,ROOSEVELT AVE,11354,Chinese
40397624,LE MIRAGE CAFE,MANHATTAN,WEST   43 STREET,10036,American
41559805,DUNKIN' DONUTS,BROOKLYN,SOUTH CONDUIT BOULEVARD,11208,Donuts
40510605,HAMILTON DELI,MANHATTAN,AMSTERDAM AVENUE,10025,Delicatessen
50015572,BUTTER LANE,MANHATTAN,E 7TH ST,10009,Bakery
41597953,WOLF AND DEER BROOKLYN,BROOKLYN,5 AVENUE,11217,American
40512074,ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,AMBOY ROAD,10312,Bakery
41381267,DESNUDA,MANHATTAN,EAST    7 STREET,10009,Mexican
40760795,BARNES & NOBLE CAFE,BROOKLYN,COURT STREET,11201,Caf̩/Coffee/Tea
50042713,ONEONEFOUR BAR & LOUNGE (MARMAR PARK AVE),MANHATTAN,E 32ND ST,10016,American
50051310,SAMPAN CHINESE RESTAURANT,QUEENS,STEINWAY ST,11103,Chinese
41627871,THE AMERICANO HOTEL,MANHATTAN,W 27TH ST,10001,American
41653047,MAC SHACK,BROOKLYN,FULTON STREET,11238,American
41319774,BAR & GRILL 43,QUEENS,43 STREET,11104,American
41618756,STARBUCKS,MANHATTAN,WEST  120 STREET,10027,Caf̩/Coffee/Tea
41714997,LAFAYETTE,MANHATTAN,LAFAYETTE STREET,10003,French
50007091,NEW PEKING RESTAURANT,BROOKLYN,FLATBUSH AVE,11210,Chinese
41557798,CANTINA ROYAL,BROOKLYN,NORTH    3 STREET,11249,Mexican
41537020,NEW KIM TUONG RESTAURANT,MANHATTAN,CHRYSTIE STREET,10002,Chinese
41443726,MCKENNA'S PUB,MANHATTAN,WEST   14 STREET,10011,American
50041844,BURGER KING,BROOKLYN,86TH ST,11214,American
50018441,VIVA MIS EMPANADAS,QUEENS,CROSSBAY BLVD,11417,Mexican
50043752,2 BROS PIZZA,MANHATTAN,E 125TH ST,10035,Pizza
50011315,PRET A MANGER,MANHATTAN,LEXINGTON AVENUE,10022,Sandwiches
50057588,ELLA KITCHEN AND BAR,MANHATTAN,COLUMBUS AVE,10023,Mediterranean
41392209,LA RIOJA RESTAURANT,QUEENS,BROADWAY,11106,Spanish
50044150,FAST WOK,BRONX,BROOK AVE,10454,Chinese
41382168,PLANET WINGS,STATEN ISLAND,ARTHUR KILL ROAD,10308,Chicken
40586621,PEARL,MANHATTAN,CORNELIA STREET,10014,Seafood
50037961,JAM'S,MANHATTAN,AVENUE OF THE AMERICAS,10019,American
50017071,SELENA ROSA MEXICANA,MANHATTAN,2ND AVE,10128,Tex-Mex
50005184,HIBINO LIC,QUEENS,JACKSON AVE,11101,Japanese
50047045,LIFECAFE,MANHATTAN,W 42ND ST,10036,"Juice, Smoothies, Fruit Salads"
50049489,CENTRO ESPANOL,QUEENS,BROADWAY,11103,Spanish
41299987,DUNKIN' DONUTS,BRONX,WEST  231 STREET,10463,Donuts
41350332,TOSCA MARQUEE,BRONX,EAST TREMONT AVENUE,10465,American
40610000,HOP LEE KITCHEN,BROOKLYN,MANHATTAN AVENUE,11222,Chinese
41503546,RAYMI/LATIN BEET KITCHEN,MANHATTAN,WEST   24 STREET,10010,Peruvian
41470674,ONE AND ONE,MANHATTAN,1 AVENUE,10009,Irish
41667113,SWEET EXPRESSIONS,BROOKLYN,KINGSTON AVENUE,11213,"Ice Cream, Gelato, Yogurt, Ices"
41711133,KAJITSU,MANHATTAN,EAST   39 STREET,10016,Japanese
41129706,RICHIE'S PLACE,QUEENS,HILLSIDE AVENUE,11432,American
40959339,FRATELLI'S MARKET PLACE,MANHATTAN,WARDS ISLAND/2FL,,American
41140612,STARBUCKS,MANHATTAN,7 AVENUE,10019,Caf̩/Coffee/Tea
50055238,RIVER JAPANESE CUISINE,QUEENS,MAIN ST,11354,Japanese
50044528,39 FANTASTIC BAR,BROOKLYN,8TH AVE,11232,Chinese
50033209,NICE CHINA TOWN,BROOKLYN,FOSTER AVE,11230,Chinese
50018662,AUGUST GATHERINGS,MANHATTAN,CANAL ST,10013,Chinese
40861669,NEW VICTORY RESTAURANT,BROOKLYN,5 AVENUE,11220,Chinese
40904467,BENSION KOHEN,BROOKLYN,EAST NEW YORK AVENUE,11225,Jewish/Kosher
50036480,EMPIRE CHINESE,BROOKLYN,AVENUE U,11229,Chinese
41703627,Q KACHAPA RESTAURANT,BRONX,BROADWAY,10463,Spanish
40669648,J & S PIZZA,QUEENS,MERRICK BOULEVARD,11422,Pizza
41434246,SILVER KITCHEN,QUEENS,21 STREET,11101,American
41411291,ZAMAAN HOOKAH BAR,BROOKLYN,BROADWAY,11211,Middle Eastern
50075716,BIYOU,BROOKLYN,LEWIS AVE,11221,Creole/Cajun
40399955,SCHICK'S MANOR,BROOKLYN,12 AVENUE,11219,Jewish/Kosher
41671961,CRAVE FISH BAR,MANHATTAN,2 AVENUE,10022,Seafood
41482806,DUNKIN' DONUTS,BROOKLYN,GRAND STREET,11211,Donuts
50086674,HUI TEA,MANHATTAN,CANAL ST,10013,Caf̩/Coffee/Tea
41700837,NEW JU FENG CHINESE RESTAURANT,BROOKLYN,NOSTRAND AVENUE,11229,Chinese
41701232,POLLOS DONA MARIA,QUEENS,JAMAICA AVENUE,11421,Spanish
41250025,YUNG SUN SEAFOOD RESTAURANT,MANHATTAN,EAST BROADWAY,10002,Chinese
41646075,EGG,BROOKLYN,NORTH    3 STREET,11249,American
50003371,COCO FRESH TEA & JUICE,MANHATTAN,DIVISION ST,10002,"Juice, Smoothies, Fruit Salads"
41639555,CONRAD NEW YORK MAIN KITCHEN,MANHATTAN,NORTH END AVENUE,10282,American
50017983,LIVINGSTON MANOR,BROOKLYN,HOYT ST,11201,American
50079385,GC EGG ROLLS HOUSE,MANHATTAN,FORSYTH ST,10002,Bakery
50018556,NO. 1 CHINESE RESTAURANT,QUEENS,SUTPHIN BLVD,11434,Chinese
41232741,TIO PIO WEST,MANHATTAN,WEST   36 STREET,10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41721961,DICHTER PHARMACY,MANHATTAN,B'WAY,10034,Caf̩/Coffee/Tea
41236123,LA SALLE BAKERY,BRONX,EAST TREMONT AVENUE,10461,Bakery
41112819,SONG,BROOKLYN,5 AVENUE,11215,Thai
41174947,LUNA'S RESTAURANT,QUEENS,BROADWAY,11103,Mexican
50002875,TACOS CALIFORNIA RESTAURANT,BROOKLYN,5TH AVE,11220,Mexican
40578058,PHO BAC VIETNAMESE SEAFOOD CUISINE,QUEENS,BROADWAY,11373,Vietnamese/Cambodian/Malaysia
50004028,CHIPOTLE MEXICAN GRILL,MANHATTAN,W 40TH ST,10018,Mexican
40609248,HEALTH KING,MANHATTAN,7 AVENUE,10018,"Juice, Smoothies, Fruit Salads"
41402310,KARAOKE WOW,MANHATTAN,WEST   32 STREET,10001,Asian
50043927,MANHATTAN VALLEY,MANHATTAN,BROADWAY,10025,Indian
50056677,STARBUCKS COFFEE COMPANY,MANHATTAN,1ST AVE,10022,Caf̩/Coffee/Tea
50016583,CHAMPS DINER,BROOKLYN,MESEROLE ST,11206,Vegetarian
